set Routes[9,4] := 4 9 12 10 5;
set Routes[9,5] := 1 2 7 11 9 8 5;
set Routes[10,1] := 1 2;
set Routes[10,2] :=4 6 ; 
set Routes[10,3] :=3 5 8 6;
set Routes[10,4] := 4 9 11 7;
set Routes[10,5] := 5 10 12 9 6;

set Routes[11,1] := 4;
set Routes[11,2] := 1 2 6;
set Routes[11,3] := 3 5 8;
set Routes[11,4] := 1 2 7 11 9;
set Routes[11,5] := 3 5 10 12 9;
set Routes[12,1] :=3 5 ;
set Routes[12,2] := 3 4;
set Routes[12,3] := 1 2 6 8;
set Routes[12,4] := 4 9 12 10;
set Routes[12,5] := 1 2 7 11 6 8;
set Routes[13,1] :=1 2 7 ;
set Routes[13,2] :=4 6 7;
set Routes[13,3] := 4 9 11;
set Routes[13,4] := 1 2 6 9 11;
set Routes[13,5] := 3 5 8 6 7;
set Routes[14,1] := 4 9;
set Routes[14,2] := 4 8 10 12;
set Routes[14,3] :=4 6 7 11;
set Routes[14,4] := 3 5 8 9;
set Routes[14,5] := 1 2 7 11;
set Routes[15,1] := 3 5 10;
set Routes[15,2] := 4 8 10;
set Routes[15,3] := 4 9 12;
set Routes[15,4] :=3 5 8 9 12;
set Routes[15,5] := 1 2 6 8 10;
set Routes[16,1] := 3 1 2;
set Routes[16,2] := 3 5 8 6;
set Routes[16,3] := 3 4 6;
set Routes[16,4] := 5 10 12 9 6;
set Routes[16,5] :=5 8 4 1 2;
set Routes[17,1] := 3 4;
set Routes[17,2] := 5 8 ;
set Routes[17,3] := 3 1 2 6;
set Routes[17,4] := 5 10 12 9;
set Routes[17,5] := 3 1 2 7 11 9;
set Routes[18,1] :=5;
set Routes[18,2] := 3 4 8 ;
set Routes[18,3] := 3 1 2 6 8;
set Routes[18,4] := 3 4 9 12 10;
set Routes[18,5] := 3 1 2 7 11 9 8;
set Routes[19,1] := 3 1 2 7;
set Routes[19,2] :=3 1 2 6 9 11;
set Routes[19,3] := 3 1 2 6 8 10 12 11;
set Routes[19,4] := 3 4 8 10 12 11;
set Routes[19,5] := 5 8 9 11;
set Routes[20,1] := 3 4 9;
set Routes[20,2] := 3 4 8 10 12;
set Routes[20,3] := 5 10 12;
set Routes[20,4] :=3 1 2 6 9;
set Routes[20,5] := 3 4 6 7 11;
set Routes[21,1] := 5 10;
set Routes[21,2] := 3 4 8 10;
set Routes[21,3] := 5 8 9 12;
set Routes[21,4] := 3 4 9 12;
set Routes[21,5] := 3 1 2 6 8 10 12;
set Routes[22,1] :=6 ;
set Routes[22,2] := 2 1 4;
set Routes[22,3] := 7 11 9;
set Routes[22,4] := 2 1 3 5 8;
set Routes[22,5] := 7 11 12 10 8;
set Routes[23,1] := 6 8 ;
set Routes[23,2] :=6 8 12 10;
set Routes[23,3] := 6 4 3 5;
set Routes[23,4] := 7 11 9 8;
set Routes[23,5] := 2 1 4 8;
set Routes[24,1] := 7;
set Routes[24,2] := 6 9 11;
set Routes[24,3] :=2 1 4 9 11;
set Routes[24,4] := 6 8 10 12 11;
set Routes[24,5] := 2 1 3 5 8 9 11;
set Routes[25,1] := 6 9;
set Routes[25,2] := 7 11;
set Routes[25,3] := 6 8 10 12;
set Routes[25,4] :=2 1 4 9;
set Routes[25,5] := 6 4 3 5 10 12;
set Routes[26,1] := 6 8 10;
set Routes[26,2] := 6 4 3 5 10;
set Routes[26,3] := 6 9 12;
set Routes[26,4] := 2 1 3 5 10;
set Routes[26,5] :=7 11 9 8 10;
set Routes[27,1] := 8 ;
set Routes[27,2] := 4 3 5;
set Routes[27,3] := 9 12 10;
set Routes[27,4] := 6 2 1 3 5;
set Routes[27,5] := 6 7 11 12 10;
set Routes[28,1] :=6 11;
set Routes[28,2] := 6 2 1 3 5 10 12 11;
set Routes[28,3] := 9 12 10 5 3 1 2 7;
set Routes[28,4] := 8 10 12 11;
set Routes[28,5] := 4 3 5 10 12 11;
set Routes[29,1] := 9 ;
set Routes[29,2] :=6 7 11;
set Routes[29,3] := 8 10 12;
set Routes[29,4] := 4 1 2 7 11;
set Routes[29,5] := 4 3 5 10 12;
set Routes[30,1] := 8 10;
set Routes[30,2] := 8 5 3 1 2 7 11 12;
set Routes[30,3] := 9 11 7 2 1 3 5 10;
set Routes[30,4] :=6 7 11 12;
set Routes[30,5] := 4 1 2 7 11 12;
set Routes[31,1] := 8 6 7;
set Routes[31,2] := 8 4 1 2 7;
set Routes[31,3] := 8 9 11;
set Routes[31,4] := 5 3 1 2 7;
set Routes[31,5] := 10 12 9 6 7;
set Routes[32,1] :=8 9;
set Routes[32,2] := 10 12;
set Routes[32,3] := 8 6 7 11;
set Routes[32,4] := 5 3 4 9;
set Routes[32,5] := 8 4 1 2 7 11;
set Routes[33,1] := 10;
set Routes[33,2] :=8 9 12;
set Routes[33,3] := 5 3 4 9 12;
set Routes[33,4] := 8 6 7 11 12;
set Routes[33,5] := 5 3 1 2 6 9 12;
set Routes[34,1] := 11;
set Routes[34,2] := 7 6 9;
set Routes[34,3] :=7 2 1 4 9;
set Routes[34,4] := 7 6 8 10 12;
set Routes[34,5] := 7 2 1 3 5 8 9;
set Routes[35,1] := 11 12;
set Routes[35,2] := 7 6 8 10;
set Routes[35,3] := 11 9 8 10;
set Routes[35,4] :=7 6 9 12;
set Routes[35,5] := 7 2 1 3 5 10;
set Routes[36,1] := 12;
set Routes[36,2] := 9 8 10;
set Routes[36,3] := 11 7 6 8 10;
set Routes[36,4] :=9 4 3 5 10; 
set Routes[36,5] :=11 7 2 1 3 5 10;


end;
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                            

