17	2	1
17	3	1
17	4	1
17	5	1
17	6	1
17	7	1
17	8	1
17	9	1
17	10	1
17	11	1
17	12	1
18	1	1
18	2	1
18	3	1
18	4	1
18	5	1
18	6	1
18	7	1
18	8	1
18	9	1
18	10	1
18	11	1
18	12	1
19	1	1
19	2	1
19	3	1
19	4	1
19	5	1
19	6	1
19	7	1
19	8	1
19	9	1
19	10	1
19	11	1
19	12	1
20	1	1
20	2	1
20	3	1
20	4	1
20	5	1
20	6	1
20	7	1
20	8	1
20	9	1
20	10	1
20	11	1
20	12	1
21	1	1
21	2	1
21	3	1
21	4	1
21	5	1
21	6	1
21	7	1
21	8	1
21	9	1
21	10	1
21	11	1
21	12	1
22	1	1
22	2	1
22	3	1
22	4	1
22	5	1
22	6	1
22	7	1
22	8	1
22	9	1
22	10	1
22	11	1
22	12	1
23	1	1
23	2	1
23	3	1
23	4	1
23	5	1
23	6	1
23	7	1
23	8	1
23	9	1
23	10	1
23	11	1
23	12	1
24	1	1
24	2	1
24	3	1
24	4	1
24	5	1
24	6	1
24	7	1
24	8	1
24	9	1
24	10	1
24	11	1
24	12	1
25	1	1
25	2	1
25	3	1
25	4	1
25	5	1
25	6	1
25	7	1
25	8	1
25	9	1
25	10	1
25	11	1
25	12	1
26	1	1
26	2	1
26	3	1
26	4	1
26	5	1
26	6	1
26	7	1
26	8	1
26	9	1
26	10	1
26	11	1
26	12	1
27	1	1
27	2	1
27	3	1
27	4	1
27	5	1
27	6	1
27	7	1
27	8	1
27	9	1
27	10	1
27	11	1
27	12	1
28	1	1
28	2	1
28	3	1
28	4	1
28	5	1
28	6	1
28	7	1
28	8	1
28	9	1
28	10	1
28	11	1
28	12	1
29	1	1
29	2	1
29	3	1
29	4	1
29	5	1
29	6	1
29	7	1
29	8	1
29	9	1
29	10	1
29	11	1
29	12	1
30	1	1
30	2	1
30	3	1
30	4	1
30	5	1
30	6	1
30	7	1
30	8	1
30	9	1
30	10	1
30	11	1
30	12	1
31	1	1
31	2	1
31	3	1
31	4	1
31	5	1
31	6	1
31	7	1
31	8	1
31	9	1
31	10	1
31	11	1
31	12	1
32	1	1
32	2	1
32	3	1
32	4	1
32	5	1
32	6	1
32	7	1
32	8	1
32	9	1
32	10	1
32	11	1
32	12	1
33	1	1
33	2	1
33	3	1
33	4	1
33	5	1
33	6	1
33	7	1
33	8	1
33	9	1
33	10	1
33	11	1
33	12	1
34	1	1
34	2	1
34	3	1
34	4	1
34	5	1
34	6	1
34	7	1
34	8	1
34	9	1
34	10	1
34	11	1
34	12	1
35	1	1
35	2	1
35	3	1
35	4	1
35	5	1
35	6	1
35	7	1
35	8	1
35	9	1
35	10	1
35	11	1
35	12	1
36	1	1
36	2	1
36	3	1
36	4	1
36	5	1
36	6	1
36	7	1
36	8	1
36	9	1
36	10	1
36	11	1
36	12	1;


set Routes[1,1] := 1;
set Routes[1,2] := 2 6 4;
set Routes[1,3] := 2 7 11 9 4;
set Routes[1,4] := 2 6 8 5 3;
set Routes[1,5] := 2 7 11 12 10 5 3;
set Routes[2,1] :=1 3;
set Routes[2,2] := 2 6 4 3;
set Routes[2,3] := 1 4 8 5;
set Routes[2,4] := 2 6 8 5;
set Routes[2,5] := 2 7 11 9 4 3;
set Routes[3,1] := 2 ;
set Routes[3,2] :=1 4 6;
set Routes[3,3] := 1 3 5 8 6;
set Routes[3,4] := 1 4 9 11 7;
set Routes[3,5] := 1 3 5 10 12 9 6;
set Routes[4,1] := 1 4;
set Routes[4,2] := 2 6 ;
set Routes[4,3] :=1 3 5 8;
set Routes[4,4] := 2 7 11 9;
set Routes[4,5] := 1 3 5 10 12 9;
set Routes[5,1] := 1 3 5;
set Routes[5,2] := 2 6 8;
set Routes[5,3] := 1 4 8;
set Routes[5,4] :=2 7 11 9 8;
set Routes[5,5] := 2 6 4 3 5;
set Routes[6,1] := 2 7;
set Routes[6,2] := 1 4 6 7;
set Routes[6,3] := 2 6 9 11;
set Routes[6,4] := 1 4 9 11;
set Routes[6,5] :=1 3 5 8 6 7;
set Routes[7,1] := 1 4 9;
set Routes[7,2] := 2 6 9;
set Routes[7,3] := 2 7 11;
set Routes[7,4] := 1 3 5 8 9;
set Routes[7,5] := 1 4 6 7 11;
set Routes[8,1] :=1 3 5 10;
set Routes[8,2] := 2 6 8 10;
set Routes[8,3] := 1 4 8 10;
set Routes[8,4] := 2 7 11 12;
set Routes[8,5] := 2 6 9 12;
set Routes[9,1] := 3 ;
set Routes[9,2] :=4 8 5;
set Routes[9,3] := 1 2 6 8 5;
set Routes[9,4] := 4 9 12 10 5;
set Routes[9,5] := 1 2 7 11 9 8 5;
set Routes[10,1] := 1 2;
set Routes[10,2] :=4 6 ; 
set Routes[10,3] :=3 5 8 6;
set Routes[10,4] := 4 9 11 7;
set Routes[10,5] := 5 10 12 9 6;

set Routes[11,1] := 4;
set Routes[11,2] := 1 2 6;
set Routes[11,3] := 3 5 8;
set Routes[11,4] := 1 2 7 11 9;
set Routes[11,5] := 3 5 10 12 9;
set Routes[12,1] :=3 5 ;
set Routes[12,2] := 3 4;
set Routes[12,3] := 1 2 6 8;
set Routes[12,4] := 4 9 12 10;
set Routes[12,5] := 1 2 7 11 6 8;
set Routes[13,1] :=1 2 7 ;
set Routes[13,2] :=4 6 7;
set Routes[13,3] := 4 9 11;
set Routes[13,4] := 1 2 6 9 11;
set Routes[13,5] := 3 5 8 6 7;
set Routes[14,1] := 4 9;
set Routes[14,2] := 4 8 10 12;
set Routes[14,3] :=4 6 7 11;
set Routes[14,4] := 3 5 8 9;
set Routes[14,5] := 1 2 7 11;
set Routes[15,1] := 3 5 10;
set Routes[15,2] := 4 8 10;
set Routes[15,3] := 4 9 12;
set Routes[15,4] :=3 5 8 9 12;
set Routes[15,5] := 1 2 6 8 10;
set Routes[16,1] := 3 1 2;
set Routes[16,2] := 3 5 8 6;
set Routes[16,3] := 3 4 6;
set Routes[16,4] := 5 10 12 9 6;
set Routes[16,5] :=5 8 4 1 2;
set Routes[17,1] := 3 4;
set Routes[17,2] := 5 8 ;
set Routes[17,3] := 3 1 2 6;
set Routes[17,4] := 5 10 12 9;
set Routes[17,5] := 3 1 2 7 11 9;
set Routes[18,1] :=5;
set Routes[18,2] := 3 4 8 ;
set Routes[18,3] := 3 1 2 6 8;
set Routes[18,4] := 3 4 9 12 10;
set Routes[18,5] := 3 1 2 7 11 9 8;
set Routes[19,1] := 3 1 2 7;
set Routes[19,2] :=3 1 2 6 9 11;
set Routes[19,3] := 3 1 2 6 8 10 12 11;
set Routes[19,4] := 3 4 8 10 12 11;
set Routes[19,5] := 5 8 9 11;
set Routes[20,1] := 3 4 9;
set Routes[20,2] := 3 4 8 10 12;
set Routes[20,3] := 5 10 12;
set Routes[20,4] :=3 1 2 6 9;
set Routes[20,5] := 3 4 6 7 11;
set Routes[21,1] := 5 10;
set Routes[21,2] := 3 4 8 10;
set Routes[21,3] := 5 8 9 12;
set Routes[21,4] := 3 4 9 12;
set Routes[21,5] := 3 1 2 6 8 10 12;
set Routes[22,1] :=6 ;
set Routes[22,2] := 2 1 4;
set Routes[22,3] := 7 11 9;
set Routes[22,4] := 2 1 3 5 8;
set Routes[22,5] := 7 11 12 10 8;
set Routes[23,1] := 6 8 ;
set Routes[23,2] :=6 8 12 10;
set Routes[23,3] := 6 4 3 5;
set Routes[23,4] := 7 11 9 8;
set Routes[23,5] := 2 1 4 8;
set Routes[24,1] := 7;
set Routes[24,2] := 6 9 11;
set Routes[24,3] :=2 1 4 9 11;
set Routes[24,4] := 6 8 10 12 11;
set Routes[24,5] := 2 1 3 5 8 9 11;
set Routes[25,1] := 6 9;
set Routes[25,2] := 7 11;
set Routes[25,3] := 6 8 10 12;
set Routes[25,4] :=2 1 4 9;
set Routes[25,5] := 6 4 3 5 10 12;
set Routes[26,1] := 6 8 10;
set Routes[26,2] := 6 4 3 5 10;
set Routes[26,3] := 6 9 12;
set Routes[26,4] := 2 1 3 5 10;
set Routes[26,5] :=7 11 9 8 10;
set Routes[27,1] := 8 ;
set Routes[27,2] := 4 3 5;
set Routes[27,3] := 9 12 10;
set Routes[27,4] := 6 2 1 3 5;
set Routes[27,5] := 6 7 11 12 10;
set Routes[28,1] :=6 11;
set Routes[28,2] := 6 2 1 3 5 10 12 11;
set Routes[28,3] := 9 12 10 5 3 1 2 7;
set Routes[28,4] := 8 10 12 11;
set Routes[28,5] := 4 3 5 10 12 11;
set Routes[29,1] := 9 ;
set Routes[29,2] :=6 7 11;
set Routes[29,3] := 8 10 12;
set Routes[29,4] := 4 1 2 7 11;
set Routes[29,5] := 4 3 5 10 12;
set Routes[30,1] := 8 10;
set Routes[30,2] := 8 5 3 1 2 7 11 12;
set Routes[30,3] := 9 11 7 2 1 3 5 10;
set Routes[30,4] :=6 7 11 12;
set Routes[30,5] := 4 1 2 7 11 12;
set Routes[31,1] := 8 6 7;
set Routes[31,2] := 8 4 1 2 7;
set Routes[31,3] := 8 9 11;
set Routes[31,4] := 5 3 1 2 7;
set Routes[31,5] := 10 12 9 6 7;
set Routes[32,1] :=8 9;
set Routes[32,2] := 10 12;
set Routes[32,3] := 8 6 7 11;
set Routes[32,4] := 5 3 4 9;
set Routes[32,5] := 8 4 1 2 7 11;
set Routes[33,1] := 10;
set Routes[33,2] :=8 9 12;
set Routes[33,3] := 5 3 4 9 12;
set Routes[33,4] := 8 6 7 11 12;
set Routes[33,5] := 5 3 1 2 6 9 12;
set Routes[34,1] := 11;
set Routes[34,2] := 7 6 9;
set Routes[34,3] :=7 2 1 4 9;
set Routes[34,4] := 7 6 8 10 12;
set Routes[34,5] := 7 2 1 3 5 8 9;
set Routes[35,1] := 11 12;
set Routes[35,2] := 7 6 8 10;
set Routes[35,3] := 11 9 8 10;
set Routes[35,4] :=7 6 9 12;
set Routes[35,5] := 7 2 1 3 5 10;
set Routes[36,1] := 12;
set Routes[36,2] := 9 8 10;
set Routes[36,3] := 11 7 6 8 10;
set Routes[36,4] :=9 4 3 5 10; 
set Routes[36,5] :=11 7 2 1 3 5 10;


end;
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                                                                               
~                            

